sexo,ano_nascimento,raca,estado_origem,cidade_origem,renda,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia,grau_academico,area_conhecimento,descricao
M,1994,Branco,Rio Grande do Norte,SANTA CRUZ,2396,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1994,Branco,Rio Grande do Norte,SANTA CRUZ,2396,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Branco,Rio Grande do Norte,NATAL,1025,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,4528,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,4528,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1997,Branco,Rio Grande do Norte,NATAL,0,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1999,Não Informado,Pernambuco,RECIFE,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Branco,Rio Grande do Norte,NATAL,1439,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Branco,Rio Grande do Norte,NATAL,1439,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1996,Branco,Rio Grande do Norte,NATAL,1439,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,ASSU,1500,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1998,Pardo,Rio Grande do Norte,NATAL,1400,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1973,Pardo,São Paulo,SÃO PAULO,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1973,Pardo,São Paulo,SÃO PAULO,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1973,Pardo,São Paulo,SÃO PAULO,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1973,Pardo,São Paulo,SÃO PAULO,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1997,Pardo,Rio Grande do Norte,NATAL,1685,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Negro,Rio Grande do Norte,NATAL,3877,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Branco,Rio Grande do Norte,NATAL,3000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1989,Pardo,Rio Grande do Norte,NATAL,1284,False,True,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1989,Pardo,Rio Grande do Norte,NATAL,1284,False,True,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1989,Pardo,Rio Grande do Norte,NATAL,1284,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1989,Pardo,Rio Grande do Norte,NATAL,1284,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,1000,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1996,Pardo,Rio Grande do Norte,NATAL,1000,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,13334,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1997,Pardo,Rio Grande do Norte,NATAL,13334,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,4300,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1998,Pardo,Rio Grande do Norte,NATAL,4300,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Negro,Rio Grande do Norte,SANTANA DO MATOS,1440,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1998,Negro,Distrito Federal,BRASÍLIA,8000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Pardo,Minas Gerais,IPATINGA,2028,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Pardo,Minas Gerais,IPATINGA,2028,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1994,Branco,Rio Grande do Norte,NATAL,2593,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Branco,Rio Grande do Norte,NATAL,6000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1998,Branco,Rio Grande do Norte,NATAL,6000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Pardo,Rio Grande do Norte,CAICÓ,1039,True,False,True,BACHARELADO,Engenharias,APROVADO
F,1997,Negro,Rio Grande do Norte,MACAÍBA,0,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Negro,Rio Grande do Norte,MACAÍBA,0,True,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1998,Pardo,Rio Grande do Norte,BREJO SANTO,3451,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1998,Pardo,Rio Grande do Norte,PAU DOS FERROS,1096,True,False,True,BACHARELADO,Engenharias,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,MOSSORÓ,1550,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Pardo,Rio Grande do Norte,MOSSORÓ,1550,False,False,False,BACHARELADO,Engenharias,FALHOU
M,1993,Pardo,Rio de Janeiro,RIO DE JANEIRO,2800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1993,Pardo,Rio de Janeiro,RIO DE JANEIRO,2800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Branco,Rio Grande do Norte,APODI,1300,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1998,Branco,Rio Grande do Norte,APODI,1300,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1990,Pardo,Rio Grande do Norte,NATAL,1300,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1990,Pardo,Rio Grande do Norte,NATAL,1300,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,1200,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,1200,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,1200,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,1200,True,False,True,BACHARELADO,Engenharias,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,1000,True,False,True,BACHARELADO,Engenharias,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,NATAL,1000,True,False,True,BACHARELADO,Engenharias,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,1000,True,False,True,BACHARELADO,Engenharias,FALHOU
F,1995,Pardo,Rio Grande do Norte,EUSÉBIO,1300,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,1996,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,PORTO VELHO,3000,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,PORTO VELHO,3000,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1999,Não Informado,Rio Grande do Norte,NATAL,1996,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,1999,Não Informado,Rio Grande do Norte,NATAL,1996,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,INDEFERIDO
F,1996,Pardo,Rio Grande do Norte,NATAL,1485,False,True,False,BACHARELADO,Engenharias,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,1485,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,2746,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,MOSSORÓ,4000,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,MOSSORÓ,4000,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1995,Não Informado,Rio Grande do Norte,NATAL,600,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1995,Não Informado,Rio Grande do Norte,NATAL,600,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1998,Branco,Rio Grande do Norte,NATAL,8073,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1998,Branco,Rio Grande do Norte,NATAL,8073,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,3072,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,1400,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,1400,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1998,Não Informado,Rio Grande do Norte,NATAL,12000,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Não Informado,Rio Grande do Norte,NATAL,12000,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1996,Pardo,Rio Grande do Norte,NATAL,7000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,6476,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1996,Pardo,Rio Grande do Norte,NATAL,6476,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1996,Pardo,Paraíba,CUITÉ,1040,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1994,Branco,Rio Grande do Norte,NÃO INFORMADO,1300,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1994,Branco,Rio Grande do Norte,NÃO INFORMADO,1300,False,False,False,BACHARELADO,Engenharias,FALHOU
F,1996,Pardo,Rio Grande do Norte,NATAL,1067,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1991,Branco,Rio Grande do Norte,CURRAIS NOVOS,1039,True,False,True,BACHARELADO,Engenharias,INDEFERIDO
M,1991,Branco,Rio Grande do Norte,CURRAIS NOVOS,1039,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,2740,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,2740,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,2650,False,False,False,BACHARELADO,Engenharias,FALHOU
F,1994,Branco,Rio Grande do Norte,VALENÇA,1858,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1998,Não Informado,Rio Grande do Norte,NATAL,1187,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1998,Não Informado,Rio Grande do Norte,NATAL,1187,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1997,Pardo,Rio Grande do Norte,UPANEMA,1093,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Não Informado,Não Informado,NATAL,3527,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Pardo,Paraíba,CAMPINA GRANDE,0,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1998,Pardo,Paraíba,CAMPINA GRANDE,0,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Não Informado,Rio Grande do Norte,MOSSORÓ,8174,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1996,Branco,Rio Grande do Norte,CURRAIS NOVOS,14266,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1996,Branco,Rio Grande do Norte,CURRAIS NOVOS,14266,False,False,False,BACHARELADO,Engenharias,FALHOU
M,1997,Pardo,Não Informado,CEARÁ-MIRIM,1050,True,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1997,Pardo,Não Informado,CEARÁ-MIRIM,1050,True,False,False,BACHARELADO,Engenharias,FALHOU
F,1997,Pardo,Rio Grande do Norte,NATAL,1870,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Pardo,Rio Grande do Norte,ACARI,10800,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,5000,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
F,1997,Branco,Rio Grande do Norte,CURRAIS NOVOS,1386,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Não Informado,Rio Grande do Norte,NATAL,6000,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Não Informado,Rio Grande do Norte,NATAL,6000,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1991,Não Informado,Rio Grande do Norte,NATAL,2478,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
M,1991,Não Informado,Rio Grande do Norte,NATAL,2478,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,2147,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Pardo,Rio Grande do Norte,NATAL,1500,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1997,Branco,Minas Gerais,BAEPENDI,18800,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1998,Não Informado,Rio Grande do Norte,NATAL,3000,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Não Informado,Rio Grande do Norte,NATAL,1800,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Não Informado,Rio Grande do Norte,NATAL,6000,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Não Informado,Rio Grande do Norte,NATAL,4600,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1999,Pardo,Rio Grande do Norte,SÃO MIGUEL,1332,True,False,True,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,1995,Pardo,Rio Grande do Norte,PARELHAS,1039,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1995,Pardo,Rio Grande do Norte,PARELHAS,1039,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1994,Pardo,Rio Grande do Norte,NATAL,2341,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1997,Negro,Rio Grande do Norte,PARNAMIRIM,4000,True,False,False,LICENCIATURA,Ciências Exatas e da Terra,INDEFERIDO
M,1992,Branco,Rio Grande do Norte,JUCURUTU,3638,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1997,Negro,Rio Grande do Norte,CAICÓ,767,True,False,True,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Não Informado,Rio Grande do Norte,NATAL,1200,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Não Informado,Rio Grande do Norte,NATAL,3000,True,False,True,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,4300,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Não Informado,Rio Grande do Norte,NATAL,560,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1997,Pardo,Rio Grande do Norte,POÇO BRANCO,4653,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Negro,Rio Grande do Norte,NATAL,5500,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1996,Pardo,Rio Grande do Norte,MACAU,1200,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Branco,Rio Grande do Norte,NATAL,7300,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Não Informado,Rio Grande do Norte,SANTO ANTÔNIO,2543,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
M,1996,Não Informado,Rio Grande do Norte,SANTO ANTÔNIO,2543,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
M,1994,Negro,Rio Grande do Norte,OSASCO,1500,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1994,Negro,Rio Grande do Norte,OSASCO,1500,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1992,Pardo,Ceará,MARACANAÚ,815,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1992,Pardo,Ceará,MARACANAÚ,815,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1997,Não Informado,Rio Grande do Norte,NATAL,4741,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1997,Não Informado,Rio Grande do Norte,NATAL,4741,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Não Informado,Rio Grande do Norte,NATAL,4741,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Paraíba,CUITÉ,3300,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Pardo,Paraíba,CUITÉ,3300,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Paraíba,CUITÉ,3300,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Pardo,Paraíba,CUITÉ,3300,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,13500,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1998,Não Informado,Paraíba,SOUSA,800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1998,Não Informado,Paraíba,SOUSA,800,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Pardo,Rio Grande do Norte,NATAL,400,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1996,Pardo,Rio Grande do Norte,NATAL,400,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1994,Pardo,Rio Grande do Norte,NATAL,3540,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1994,Pardo,Rio Grande do Norte,NATAL,3540,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1994,Pardo,Rio Grande do Norte,NATAL,3540,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
M,1996,Pardo,Rio Grande do Norte,MOSSORÓ,14000,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1996,Negro,Rio Grande do Norte,FRUTUOSO GOMES,1300,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1999,Pardo,Rio Grande do Norte,CAICÓ,998,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Pardo,Rio Grande do Norte,ACARI,0,False,True,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,ACARI,0,True,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1997,Não Informado,Rio Grande do Norte,NATAL,1900,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1998,Pardo,Paraíba,CATOLÉ DO ROCHA,998,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1997,Pardo,Rio Grande do Sul,NÃO INFORMADO,1400,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Pardo,Rio Grande do Sul,NÃO INFORMADO,1400,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Sul,NÃO INFORMADO,1400,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Pardo,Rio Grande do Norte,NATAL,1489,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1996,Pardo,Rio Grande do Norte,NATAL,1489,True,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1997,Não Informado,Rio Grande do Norte,GOIANINHA,900,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1997,Não Informado,Rio Grande do Norte,GOIANINHA,900,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
F,1989,Pardo,Rio Grande do Norte,NATAL,2100,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1989,Pardo,Rio Grande do Norte,NATAL,2100,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1999,Branco,Rio Grande do Norte,SÃO FERNANDO,2000,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1999,Branco,Rio Grande do Norte,SÃO FERNANDO,2000,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,1451,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,1451,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,20000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,2488,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,2488,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1989,Não Informado,Paraíba,NÃO INFORMADO,5225,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1989,Não Informado,Paraíba,NÃO INFORMADO,5225,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1990,Branco,Rio Grande do Norte,NATAL,7286,True,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1990,Branco,Rio Grande do Norte,NATAL,7286,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1974,Branco,Rio Grande do Norte,PARNAMIRIM,3228,False,True,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,1974,Branco,Rio Grande do Norte,PARNAMIRIM,3228,True,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,1997,Negro,Rio Grande do Norte,NATAL,800,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1997,Negro,Rio Grande do Norte,NATAL,800,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1982,Pardo,São Paulo,SÃO PAULO,3400,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1982,Pardo,São Paulo,SÃO PAULO,3400,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1991,Branco,Rio Grande do Norte,NATAL,3000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1995,Pardo,Rio Grande do Norte,RIO DE JANEIRO,900,False,True,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1995,Pardo,Rio Grande do Norte,RIO DE JANEIRO,900,True,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1995,Pardo,Pará,BELÉM,22200,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1995,Pardo,Pará,BELÉM,22200,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1996,Branco,Rio Grande do Norte,ALEXANDRIA,9939,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Branco,Rio Grande do Norte,UMARIZAL,4465,True,False,True,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Branco,Rio Grande do Norte,UMARIZAL,4465,True,False,True,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1996,Não Informado,Rio Grande do Norte,NATAL,2942,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1996,Não Informado,Rio Grande do Norte,NATAL,2942,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
F,1996,Não Informado,Rio Grande do Norte,CURRAIS NOVOS,2518,False,True,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1996,Não Informado,Rio Grande do Norte,CURRAIS NOVOS,2518,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1994,Pardo,Rio Grande do Norte,NATAL,3550,True,False,False,BACHARELADO,Engenharias,FALHOU
M,1997,Não Informado,Rio Grande do Norte,NATAL,1050,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1997,Não Informado,Rio Grande do Norte,NATAL,1050,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,1996,Branco,Rio Grande do Norte,PARNAMIRIM,1400,False,True,False,BACHARELADO,Engenharias,APROVADO
F,1996,Branco,Rio Grande do Norte,PARNAMIRIM,1400,True,False,False,BACHARELADO,Engenharias,APROVADO
M,1996,Negro,São Paulo,CAMPINAS,2250,True,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Pardo,Rio Grande do Norte,NATAL,1726,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1996,Pardo,Rio Grande do Norte,JOÃO CÂMARA,1010,True,False,True,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1997,Branco,Rio Grande do Norte,JARDIM  DO SERIDÓ,2248,True,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Pardo,Rio Grande do Norte,SANTO ANTÔNIO,500,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,1997,Pardo,Rio Grande do Norte,SANTO ANTÔNIO,500,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1997,Não Informado,Rio Grande do Norte,NATAL,3383,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1996,Pardo,Rio Grande do Norte,LAGOA SALGADA,1000,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1996,Pardo,Rio Grande do Norte,LAGOA SALGADA,1000,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
F,1998,Não Informado,Distrito Federal,BRASÍLIA,5000,False,True,False,BACHARELADO,Engenharias,APROVADO
F,1998,Não Informado,Distrito Federal,BRASÍLIA,5000,True,False,False,BACHARELADO,Engenharias,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,2592,True,False,False,BACHARELADO,Ciências Agrárias,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,NATAL,2592,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,2592,True,False,True,BACHARELADO,Ciências Agrárias,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,NATAL,2592,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
F,1997,Pardo,Rio Grande do Norte,NÃO INFORMADO,1509,True,False,True,LICENCIATURA,Ciências Humanas,INDEFERIDO
M,1994,Branco,São Paulo,SÃO PAULO,1045,False,True,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1994,Branco,São Paulo,SÃO PAULO,1045,True,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,1994,Branco,São Paulo,SÃO PAULO,1045,True,False,True,BACHARELADO,Ciências Agrárias,APROVADO
M,1995,Pardo,Rio Grande do Norte,SERRA CAIADA,0,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1995,Pardo,Rio Grande do Norte,SERRA CAIADA,0,True,False,True,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
